,content,polygon,spans
54,Drydock.,"[6.3625, 3.701, 6.7984, 3.701, 6.7984, 3.8176, 6.3625, 3.8176]","[{'offset': 51926, 'length': 8}]"
55,13 083.00,"[10.4486, 3.6909, 10.9809, 3.6909, 10.9809, 3.8075, 10.4537, 3.8125]","[{'offset': 51935, 'length': 9}]"
56,In the event of a request for services outside ordinary working hours being cancelled after,"[6.3523, 3.99, 10.9809, 3.99, 10.9809, 4.1319, 6.3523, 4.1319]","[{'offset': 51945, 'length': 91}]"
57,"the staff have been brought on duty, fees are payable as if the service was rendered.","[6.3523, 4.1472, 10.6565, 4.1472, 10.6565, 4.284, 6.3523, 4.284]","[{'offset': 52037, 'length': 85}]"
58,"6.6 DRYDOCK, FLOATING DOCK AND SYNCROLIFT DUES","[6.4030000000000005, 4.6693999999999996, 10.3523, 4.6643, 10.3523, 4.8265, 6.4030000000000005, 4.8316]","[{'offset': 52123, 'length': 46}]"
59,All charges under clause 6.6 below are subject to the overstay penalties as specified in,"[6.3726, 5.0242, 11.0012, 5.0242, 11.0012, 5.1611, 6.3726, 5.1611]","[{'offset': 52170, 'length': 88}]"
60,Clause 6.3 on page 35.,"[6.3675, 5.1763, 7.5386, 5.1814, 7.5386, 5.3183, 6.3675, 5.3082]","[{'offset': 52259, 'length': 22}]"
61,6.6.1 Drydock: Ports of Cape Town and East London,"[6.3675, 5.4755, 9.0646, 5.4755, 9.0646, 5.6174, 6.3675, 5.6174]","[{'offset': 52282, 'length': 49}]"
62,The following fees which include cranage and salt water during ordinary working hours are,"[6.3675, 5.7137, 11.0114, 5.7137, 11.0114, 5.8608, 6.3675, 5.8557]","[{'offset': 52332, 'length': 89}]"
63,payable for the use of a repair facility:,"[6.3726, 5.8709, 8.3092, 5.8658, 8.3092, 6.0129, 6.3726, 6.0179]","[{'offset': 52422, 'length': 41}]"
64,Tons shall mean gross tonnage in cubic metres.,"[6.3675, 6.1092, 8.7807, 6.1092, 8.7807, 6.2461, 6.3675, 6.2461]","[{'offset': 52464, 'length': 46}]"
65,Tariff Book April 2024-March 2025,"[0.5932000000000001, 7.7975, 3.0925, 7.7924, 3.0925, 7.9496, 0.5932000000000001, 7.9597]","[{'offset': 52511, 'length': 33}]"
66,35,"[5.0139, 7.8076, 5.2116, 7.8025, 5.2116, 7.9394, 5.0139, 7.9343]","[{'offset': 52545, 'length': 2}]"
67,Tariff Book April 2024 - March 2025,"[6.4588, 7.7873, 8.9683, 7.7873, 8.9683, 7.9394, 6.4588, 7.9445]","[{'offset': 52548, 'length': 35}]"
68,36,"[10.8288, 7.7924, 11.0215, 7.7924, 11.0215, 7.9293, 10.8288, 7.9242]","[{'offset': 52584, 'length': 2}]"
0,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[0.8061, 0.5628000000000001, 3.7617000000000003, 0.5628000000000001, 3.7617000000000003, 0.6946, 0.8061, 0.6996]","[{'offset': 52587, 'length': 60}]"
1,Drydock,"[0.6033000000000001, 0.8568, 1.0444, 0.8568, 1.0444, 0.9785, 0.6033000000000001, 0.9785]","[{'offset': 52648, 'length': 7}]"
2,First period of 24 hours,"[2.4639, 0.8568, 3.782, 0.8568, 3.782, 0.9785, 2.4639, 0.9836]","[{'offset': 52656, 'length': 24}]"
3,or part thereof,"[2.4588, 1.014, 3.2598000000000003, 1.0089, 3.2598000000000003, 1.1306, 2.4588, 1.1407]","[{'offset': 52681, 'length': 15}]"
4,Each subsequent,"[3.8682, 0.8568, 4.8821, 0.8568, 4.8821, 0.9836, 3.8682, 0.9785]","[{'offset': 52697, 'length': 15}]"
5,hour period or part,"[3.8631, 1.0038, 5.1559, 1.014, 5.1559, 1.1407, 3.8631, 1.1306]","[{'offset': 52713, 'length': 19}]"
6,thereof,"[3.8631, 1.161, 4.2687, 1.161, 4.2687, 1.2725, 3.8631, 1.2725]","[{'offset': 52733, 'length': 7}]"
7,12,"[4.8973, 0.8568, 5.1305, 0.8517, 5.1356, 0.9734, 4.8973, 0.9734]","[{'offset': 52741, 'length': 2}]"
8,Vessels up to 3 000 tons,"[0.5982000000000001, 1.4044, 1.8403, 1.3993, 1.8403, 1.5362, 0.5982000000000001, 1.5362]","[{'offset': 52744, 'length': 24}]"
9,8 585.20,"[3.3308, 1.4094, 3.7921, 1.4094, 3.7921, 1.521, 3.3308, 1.521]","[{'offset': 52769, 'length': 8}]"
10,4 292.57,"[4.6945, 1.4145, 5.1457, 1.4145, 5.1457, 1.526, 4.6945, 1.521]","[{'offset': 52778, 'length': 8}]"
11,Plus per ton,"[0.6084, 1.5615, 1.2269, 1.5716999999999999, 1.2269, 1.6883, 0.6084, 1.6832]","[{'offset': 52787, 'length': 12}]"
12,2.52,"[3.5538, 1.5666, 3.7921, 1.5615, 3.7921, 1.6731, 3.5589, 1.6731]","[{'offset': 52800, 'length': 4}]"
13,0.84,"[4.9125, 1.5666, 5.1508, 1.5666, 5.1508, 1.6731, 4.9125, 1.6731]","[{'offset': 52805, 'length': 4}]"
14,3 001 to 6 000 tons,"[0.5881000000000001, 1.7998, 1.5868, 1.8049, 1.5868, 1.9316, 0.5881000000000001, 1.9316]","[{'offset': 52810, 'length': 19}]"
15,11 300.73,"[3.2649, 1.8099, 3.7871, 1.8099, 3.7871, 1.9266, 3.2649, 1.9215]","[{'offset': 52830, 'length': 9}]"
16,5 650.38,"[4.6641, 1.8099, 5.1559, 1.8099, 5.1559, 1.9266, 4.6641, 1.9266]","[{'offset': 52840, 'length': 8}]"
17,Plus per ton,"[0.6033000000000001, 1.957, 1.2218, 1.9671, 1.2218, 2.0888, 0.6033000000000001, 2.0786]","[{'offset': 52849, 'length': 12}]"
18,2.88,"[3.5538, 1.9671, 3.782, 1.962, 3.782, 2.0685000000000002, 3.5538, 2.0685000000000002]","[{'offset': 52862, 'length': 4}]"
19,0.94,"[4.9075, 1.962, 5.1508, 1.962, 5.1508, 2.0736, 4.9075, 2.0736]","[{'offset': 52867, 'length': 4}]"
20,6 001 up to 10 000 tons,"[0.6033000000000001, 2.2003, 1.82, 2.2003, 1.82, 2.3372, 0.6033000000000001, 2.3321]","[{'offset': 52872, 'length': 23}]"
21,19 846.56,"[3.2699, 2.2054, 3.7871, 2.2003, 3.7871, 2.322, 3.2699, 2.322]","[{'offset': 52896, 'length': 9}]"
22,9 923.28,"[4.6895, 2.2054, 5.1457, 2.2054, 5.1457, 2.322, 4.6895, 2.3271]","[{'offset': 52906, 'length': 8}]"
23,Plus per ton,"[0.6033000000000001, 2.3575, 1.2167, 2.3626, 1.2167, 2.4893, 0.6033000000000001, 2.4842]","[{'offset': 52915, 'length': 12}]"
24,3.53,"[3.5488, 2.3626, 3.7769, 2.3626, 3.782, 2.4741, 3.5538, 2.469]","[{'offset': 52928, 'length': 4}]"
25,1.39,"[4.9176, 2.3626, 5.1407, 2.3626, 5.1407, 2.469, 4.9227, 2.469]","[{'offset': 52933, 'length': 4}]"
26,10 001 to 30 000 tons,"[0.6033000000000001, 2.6008, 1.7541, 2.6008, 1.7541, 2.7327, 0.6033000000000001, 2.7276]","[{'offset': 52938, 'length': 21}]"
27,20 779.85,"[3.275, 2.6059, 3.782, 2.6059, 3.782, 2.7276, 3.2699, 2.7276]","[{'offset': 52960, 'length': 9}]"
28,10 389.93,"[4.6337, 2.6008, 5.1457, 2.6008, 5.1457, 2.7225, 4.6337, 2.7225]","[{'offset': 52970, 'length': 9}]"
29,Plus per ton,"[0.6033000000000001, 2.758, 1.2269, 2.7631, 1.2218, 2.8898, 0.6033000000000001, 2.8797]","[{'offset': 52980, 'length': 12}]"
30,3.53,"[3.5538, 2.7631, 3.7871, 2.7631, 3.7871, 2.8695, 3.5538, 2.8695]","[{'offset': 52993, 'length': 4}]"
31,1.39,"[4.9176, 2.7631, 5.1457, 2.758, 5.1457, 2.8695, 4.9227, 2.8695]","[{'offset': 52998, 'length': 4}]"
32,30 001 to 60 000 tons,"[0.5932000000000001, 2.9963, 1.7136, 3.0014, 1.7136, 3.1281, 0.5932000000000001, 3.123]","[{'offset': 53003, 'length': 21}]"
33,43 308.22,"[3.2699, 3.0064, 3.782, 3.0064, 3.782, 3.123, 3.2699, 3.118]","[{'offset': 53025, 'length': 9}]"
34,21 654.14,"[4.6286000000000005, 3.0064, 5.1559, 3.0064, 5.1559, 3.118, 4.6286000000000005, 3.118]","[{'offset': 53035, 'length': 9}]"
35,Plus per ton,"[0.5982000000000001, 3.1535, 1.2319, 3.1636, 1.2269, 3.2903000000000002, 0.5982000000000001, 3.2802]","[{'offset': 53045, 'length': 12}]"
36,3.53,"[3.5488, 3.1687, 3.782, 3.1636, 3.782, 3.2701000000000002, 3.5488, 3.2701000000000002]","[{'offset': 53058, 'length': 4}]"
37,1.20,"[4.9176, 3.1636, 5.1457, 3.1636, 5.1508, 3.2701000000000002, 4.9227, 3.2701000000000002]","[{'offset': 53063, 'length': 4}]"
38,60 001 to 80 000,"[0.6084, 3.4019, 1.4753, 3.4019, 1.4753, 3.5236, 0.6084, 3.5185]","[{'offset': 53068, 'length': 16}]"
39,51 494.21,"[3.2699, 3.4019, 3.782, 3.4019, 3.782, 3.5185, 3.2699, 3.5185]","[{'offset': 53085, 'length': 9}]"
40,25 747.12,"[4.6286000000000005, 3.4019, 5.1457, 3.4019, 5.1457, 3.5185, 4.6286000000000005, 3.5185]","[{'offset': 53095, 'length': 9}]"
41,Plus per ton,"[0.6033000000000001, 3.559, 1.2218, 3.559, 1.2218, 3.6858, 0.6033000000000001, 3.6757]","[{'offset': 53105, 'length': 12}]"
42,3.53,"[3.5538, 3.559, 3.782, 3.559, 3.782, 3.6654999999999998, 3.5538, 3.6604]","[{'offset': 53118, 'length': 4}]"
43,0.94,"[4.9075, 3.559, 5.1508, 3.559, 5.1559, 3.6654999999999998, 4.9075, 3.6654999999999998]","[{'offset': 53123, 'length': 4}]"
44,"Above 80 000 tons, fees are available on application.","[0.5729000000000001, 3.8987, 3.3156, 3.8987, 3.3156, 4.0407, 0.5729000000000001, 4.0407]","[{'offset': 53128, 'length': 53}]"
45,6.6.2 Drydock: Port of Durban,"[0.5678000000000001, 4.2181, 2.1394, 4.2181, 2.1394, 4.3499, 0.5678000000000001, 4.355]","[{'offset': 53182, 'length': 29}]"
46,The following fees which include cranage and salt water during ordinary working hours are,"[0.5678000000000001, 4.5173, 5.1914, 4.5222999999999995, 5.1914, 4.6643, 0.5678000000000001, 4.6592]","[{'offset': 53212, 'length': 89}]"
47,payable for the use of a repair facility:,"[0.5729000000000001, 4.6744, 2.5044, 4.6744, 2.5044, 4.8062000000000005, 0.5729000000000001, 4.8164]","[{'offset': 53302, 'length': 41}]"
48,Tons shall mean gross tonnage in cubic metres.,"[0.5678000000000001, 4.9786, 2.9657999999999998, 4.9786, 2.9657999999999998, 5.1155, 0.5678000000000001, 5.1104]","[{'offset': 53344, 'length': 46}]"
49,Drydock,"[0.6033000000000001, 5.2879, 1.0444, 5.2879, 1.0444, 5.4146, 0.6033000000000001, 5.4146]","[{'offset': 53391, 'length': 7}]"
50,First period of 24 hours or,"[2.3726000000000003, 5.2828, 3.7414, 5.2828, 3.7414, 5.4146, 2.3726000000000003, 5.4146]","[{'offset': 53399, 'length': 27}]"
51,part thereof,"[2.3726000000000003, 5.445, 3.0165, 5.44, 3.0215, 5.5667, 2.3777, 5.5718]","[{'offset': 53427, 'length': 12}]"
52,Each,"[3.8175, 5.2676, 4.0912, 5.2676, 4.0912, 5.4248, 3.8175, 5.4248]","[{'offset': 53440, 'length': 4}]"
53,subsequent,"[4.1977, 5.2879, 4.8568, 5.2879, 4.8568, 5.4096, 4.1977, 5.4146]","[{'offset': 53445, 'length': 10}]"
54,12,"[4.9582, 5.2879, 5.1102, 5.2879, 5.1153, 5.4045, 4.9582, 5.4045]","[{'offset': 53456, 'length': 2}]"
55,hour period or part,"[3.8175, 5.445, 5.1153, 5.445, 5.1153, 5.5718, 3.8175, 5.5667]","[{'offset': 53459, 'length': 19}]"
56,thereof,"[3.8175, 5.5971, 4.223, 5.5971, 4.223, 5.7137, 3.8175, 5.7137]","[{'offset': 53479, 'length': 7}]"
57,0 to 30 000 tons,"[0.5932000000000001, 5.8354, 1.4398, 5.8354, 1.4398, 5.9622, 0.5932000000000001, 5.9571000000000005]","[{'offset': 53487, 'length': 16}]"
58,20 796.71,"[3.2193, 5.8354, 3.7414, 5.8354, 3.7414, 5.9622, 3.2193, 5.9571000000000005]","[{'offset': 53504, 'length': 9}]"
59,10 398.34,"[4.6033, 5.8405000000000005, 5.1305, 5.8405000000000005, 5.1255, 5.9571000000000005, 4.6033, 5.9571000000000005]","[{'offset': 53514, 'length': 9}]"
60,Plus,"[0.6033000000000001, 5.9926, 0.8213, 5.9977, 0.8213, 6.1041, 0.6033000000000001, 6.0991]","[{'offset': 53524, 'length': 4}]"
61,1.37,"[4.8872, 6.1498, 5.1153, 6.1498, 5.1153, 6.2613, 4.8922, 6.2562]","[{'offset': 53529, 'length': 4}]"
62,per ton,"[0.5982000000000001, 6.1548, 0.9937, 6.1548, 0.9937, 6.2714, 0.5982000000000001, 6.2714]","[{'offset': 53534, 'length': 7}]"
63,3.53,"[3.493, 6.1396, 3.7364, 6.1447, 3.7414, 6.2613, 3.493, 6.2613]","[{'offset': 53542, 'length': 4}]"
64,30 001 to 60 000 tons,"[0.5932000000000001, 6.388, 1.7338, 6.388, 1.7338, 6.5148, 0.5932000000000001, 6.5148]","[{'offset': 53547, 'length': 21}]"
65,43 308.22,"[3.2193, 6.388, 3.7516, 6.3931000000000004, 3.7465, 6.5148, 3.2193, 6.5097000000000005]","[{'offset': 53569, 'length': 9}]"
66,21 654.14,"[4.5982, 6.3931000000000004, 5.1255, 6.3931000000000004, 5.1255, 6.5046, 4.5982, 6.5046]","[{'offset': 53579, 'length': 9}]"
67,Plus,"[0.5982000000000001, 6.5503, 0.8264, 6.5503, 0.8264, 6.6567, 0.5982000000000001, 6.6567]","[{'offset': 53589, 'length': 4}]"
68,per ton,"[0.5982000000000001, 6.7074, 0.9886, 6.7074, 0.9937, 6.819, 0.5982000000000001, 6.824]","[{'offset': 53594, 'length': 7}]"
69,3.53,"[3.4981, 6.7024, 3.7414, 6.7024, 3.7414, 6.8139, 3.5032, 6.8088]","[{'offset': 53602, 'length': 4}]"
70,1.20,"[4.8872, 6.7074, 5.1204, 6.7024, 5.1204, 6.8139, 4.8872, 6.8088]","[{'offset': 53607, 'length': 4}]"
71,60 001 up to 80 000 tons,"[0.6033000000000001, 6.9407, 1.8809, 6.9407, 1.8809, 7.0725, 0.6033000000000001, 7.0725]","[{'offset': 53612, 'length': 24}]"
72,51 494.21,"[3.2193, 6.9457, 3.7465, 6.9457, 3.7465, 7.0623, 3.2193, 7.0623]","[{'offset': 53637, 'length': 9}]"
73,25 747.12,"[4.5931, 6.9457, 5.1204, 6.9457, 5.1204, 7.0623, 4.5931, 7.0674]","[{'offset': 53647, 'length': 9}]"
74,Plus,"[0.6033000000000001, 7.1029, 0.8213, 7.1029, 0.8213, 7.2144, 0.6033000000000001, 7.2094]","[{'offset': 53657, 'length': 4}]"
75,per ton,"[0.6033000000000001, 7.2651, 0.9784, 7.2651, 0.9784, 7.3716, 0.6033000000000001, 7.3716]","[{'offset': 53662, 'length': 7}]"
76,3.53,"[3.5032, 7.2600999999999996, 3.7313, 7.255, 3.7313, 7.3716, 3.5032, 7.3665]","[{'offset': 53670, 'length': 4}]"
77,0.93,"[4.8821, 7.2600999999999996, 5.1102, 7.255, 5.1102, 7.3615, 4.8821, 7.3615]","[{'offset': 53675, 'length': 4}]"
78,"Above 80 000 tons, fees are available on application.","[0.5729000000000001, 7.5135000000000005, 3.3205999999999998, 7.5186, 3.3205999999999998, 7.6555, 0.5729000000000001, 7.6504]","[{'offset': 53680, 'length': 53}]"
79,37,"[5.0139, 7.8025, 5.2015, 7.8025, 5.2015, 7.9394, 5.0139, 7.9343]","[{'offset': 53734, 'length': 2}]"
80,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[6.6971, 0.5628000000000001, 9.6679, 0.5628000000000001, 9.6679, 0.6946, 6.6971, 0.6996]","[{'offset': 53737, 'length': 60}]"
81,6.6.3 Syncrolift at the Port of Cape Town,"[6.3929, 1.1204, 8.5171, 1.1204, 8.5171, 1.2573, 6.3929, 1.2573]","[{'offset': 53798, 'length': 41}]"
82,Syncrolift,"[6.4334, 1.4196, 6.9404, 1.4196, 6.9404, 1.5514000000000001, 6.4334, 1.5514000000000001]","[{'offset': 53840, 'length': 10}]"
83,First 24 hour period or,"[8.2129, 1.4196, 9.5817, 1.4196, 9.5817, 1.5565, 8.2129, 1.5514000000000001]","[{'offset': 53851, 'length': 23}]"
84,part thereof:,"[8.218, 1.5817999999999999, 8.8922, 1.5716999999999999, 8.8922, 1.6984, 8.218, 1.7035]","[{'offset': 53875, 'length': 13}]"
85,Each subsequent,"[9.6578, 1.4196, 10.6818, 1.4246, 10.6818, 1.5514000000000001, 9.6578, 1.5463]","[{'offset': 53889, 'length': 15}]"
86,hour,"[9.6476, 1.5615, 9.9417, 1.5565, 9.9417, 1.7136, 9.6476, 1.7136]","[{'offset': 53905, 'length': 4}]"
87,thereof,"[9.6527, 1.7288000000000001, 10.0684, 1.7238, 10.0684, 1.8404, 9.6527, 1.8454000000000002]","[{'offset': 53910, 'length': 7}]"
88,12,"[10.7984, 1.4297, 10.9505, 1.4246, 10.9505, 1.5412, 10.7984, 1.5412]","[{'offset': 53918, 'length': 2}]"
89,period or part,"[10.0177, 1.5716999999999999, 10.9556, 1.5767, 10.9556, 1.7085, 10.0177, 1.7035]","[{'offset': 53921, 'length': 14}]"
90,Vessels up to 2 000 tons,"[6.4334, 1.9671, 7.6806, 1.9671, 7.6806, 2.1091, 6.4334, 2.1091]","[{'offset': 53936, 'length': 24}]"
91,1 602.33,"[9.1052, 1.9722, 9.5766, 1.9722, 9.5766, 2.0989, 9.1052, 2.0989]","[{'offset': 53961, 'length': 8}]"
92,801.19,"[10.5956, 1.9823, 10.9455, 1.9823, 10.9455, 2.0888, 10.5956, 2.0888]","[{'offset': 53970, 'length': 6}]"
93,Plus,"[6.4334, 2.1293, 6.6616, 2.1344, 6.6616, 2.246, 6.4334, 2.2409]","[{'offset': 53977, 'length': 4}]"
94,per ton,"[6.4334, 2.2916, 6.839, 2.2865, 6.839, 2.4082, 6.4334, 2.4082]","[{'offset': 53982, 'length': 7}]"
95,3.53,"[9.3333, 2.2865, 9.5817, 2.2865, 9.5817, 2.393, 9.3384, 2.393]","[{'offset': 53990, 'length': 4}]"
96,1.46,"[10.7275, 2.2865, 10.9455, 2.2865, 10.9505, 2.393, 10.7275, 2.393]","[{'offset': 53995, 'length': 4}]"
97,Vessel above 2 000 tons,"[6.4334, 2.5299, 7.6704, 2.5299, 7.6704, 2.6566, 6.4334, 2.6566]","[{'offset': 54000, 'length': 23}]"
98,2 108.35,"[9.1204, 2.5349, 9.5817, 2.5299, 9.5817, 2.6566, 9.1204, 2.6566]","[{'offset': 54024, 'length': 8}]"
99,1 054.16,"[10.5095, 2.54, 10.9607, 2.5349, 10.9657, 2.6515, 10.5095, 2.6515]","[{'offset': 54033, 'length': 8}]"
100,Plus,"[6.4436, 2.6921, 6.6565, 2.6921, 6.6565, 2.8036000000000003, 6.4436, 2.7986]","[{'offset': 54042, 'length': 4}]"
101,per ton,"[6.4385, 2.8493, 6.8238, 2.8493, 6.8238, 2.9608, 6.4385, 2.9659]","[{'offset': 54047, 'length': 7}]"
102,3.53,"[9.3333, 2.8391, 9.5817, 2.8442, 9.5817, 2.9557, 9.3384, 2.9507000000000003]","[{'offset': 54055, 'length': 4}]"
103,1.46,"[10.7224, 2.8442, 10.9607, 2.8493, 10.9607, 2.9507000000000003, 10.7275, 2.9557]","[{'offset': 54060, 'length': 4}]"
104,6.6.4 Minimum fees,"[6.4030000000000005, 3.0926, 7.4474, 3.0926, 7.4474, 3.2194, 6.4030000000000005, 3.2194]","[{'offset': 54065, 'length': 18}]"
105,Minimum fees,"[6.4537, 3.3512, 7.2142, 3.3512, 7.2142, 3.4678, 6.4537, 3.4678]","[{'offset': 54084, 'length': 12}]"
106,First 24 hour period or,"[8.2281, 3.341, 9.602, 3.3461, 9.602, 3.483, 8.2281, 3.4779]","[{'offset': 54097, 'length': 23}]"
107,part thereof:,"[8.2281, 3.5084, 8.8973, 3.5033, 8.9024, 3.625, 8.2281, 3.63]","[{'offset': 54121, 'length': 13}]"
108,Each,"[9.6578, 3.341, 9.9417, 3.341, 9.9417, 3.4931, 9.6578, 3.4931]","[{'offset': 54135, 'length': 4}]"
109,subsequent,"[10.0177, 3.3512, 10.7173, 3.3512, 10.7173, 3.483, 10.0177, 3.4779]","[{'offset': 54140, 'length': 10}]"
110,12,"[10.8136, 3.3461, 10.9708, 3.3461, 10.9708, 3.4678, 10.8187, 3.4678]","[{'offset': 54151, 'length': 2}]"
111,hour,"[9.6628, 3.4931, 9.9366, 3.4881, 9.9417, 3.6452, 9.6679, 3.6503]","[{'offset': 54154, 'length': 4}]"
112,period or part,"[9.9974, 3.5084, 10.9759, 3.5134, 10.9759, 3.6351, 9.9974, 3.63]","[{'offset': 54159, 'length': 14}]"
113,thereof,"[9.673, 3.6554, 10.0735, 3.6554, 10.0735, 3.7720000000000002, 9.673, 3.7720000000000002]","[{'offset': 54174, 'length': 7}]"
114,Sturrock and Prince Edward,"[6.4537, 3.9038, 8.147, 3.8987, 8.147, 4.0255, 6.4537, 4.0255]","[{'offset': 54182, 'length': 26}]"
115,drydocks,"[6.4537, 4.061, 6.9201, 4.061, 6.9201, 4.1826, 6.4537, 4.1776]","[{'offset': 54209, 'length': 8}]"
116,48 570.64,"[9.0798, 3.9038, 9.5918, 3.9038, 9.5918, 4.0204, 9.0798, 4.0153]","[{'offset': 54218, 'length': 9}]"
117,20 389.12,"[10.4537, 3.9089, 10.9657, 3.9089, 10.9708, 4.0153, 10.4537, 4.0153]","[{'offset': 54228, 'length': 9}]"
118,Princess Elizabeth and Robinson,"[6.4588, 4.2942, 8.147, 4.2942, 8.147, 4.4209, 6.4588, 4.4159]","[{'offset': 54238, 'length': 31}]"
119,drydocks,"[6.4537, 4.4513, 6.9303, 4.4513, 6.9303, 4.5781, 6.4537, 4.573]","[{'offset': 54270, 'length': 8}]"
120,18 634.97,"[9.0798, 4.2993, 9.5868, 4.2993, 9.5868, 4.4159, 9.0798, 4.4108]","[{'offset': 54279, 'length': 9}]"
121,8 329.37,"[10.5196, 4.2993, 10.9708, 4.2993, 10.9708, 4.4159, 10.5196, 4.4159]","[{'offset': 54289, 'length': 8}]"
122,Floating docks,"[6.4588, 4.6947, 7.1939, 4.6998, 7.1939, 4.8265, 6.4588, 4.8214]","[{'offset': 54298, 'length': 14}]"
123,20 408.81,"[9.0697, 4.6998, 9.5868, 4.6947, 9.5868, 4.8164, 9.0697, 4.8214]","[{'offset': 54313, 'length': 9}]"
124,10 204.40,"[10.4588, 4.6947, 10.9809, 4.6947, 10.9809, 4.8164, 10.4588, 4.8164]","[{'offset': 54323, 'length': 9}]"
125,Syncrolift,"[6.4486, 4.9482, 6.9404, 4.9482, 6.9404, 5.0749, 6.4486, 5.0699]","[{'offset': 54333, 'length': 10}]"
126,6 625.83,"[9.1356, 4.9431, 9.5918, 4.9431, 9.5868, 5.0648, 9.1356, 5.0648]","[{'offset': 54344, 'length': 8}]"
127,2 206.74,"[10.5196, 4.9431, 10.9759, 4.9431, 10.9759, 5.0648, 10.5196, 5.0648]","[{'offset': 54353, 'length': 8}]"
128,Note:,"[6.4182, 5.2118, 6.7224, 5.2169, 6.7224, 5.3234, 6.4182, 5.3183]","[{'offset': 54362, 'length': 5}]"
129,Shifting of docking blocks are obtainable on application.,"[6.4132, 5.5059000000000005, 9.2572, 5.5059000000000005, 9.2572, 5.6529, 6.4132, 5.6478]","[{'offset': 54368, 'length': 57}]"
130,The damage occurred by bar/box keel vessels at any vessel repair facility will be recovered,"[6.4081, 5.8101, 11.0418, 5.8101, 11.0418, 5.952, 6.4081, 5.952]","[{'offset': 54426, 'length': 91}]"
131,as per damage incurred and at the Authority's discretion.,"[6.4132, 5.9672, 9.3232, 5.9622, 9.3232, 6.0991, 6.4132, 6.1041]","[{'offset': 54518, 'length': 57}]"
132,"Special conditions may be applied to Medical, Research vessels or where four and more","[6.4132, 6.2664, 11.0519, 6.2613, 11.0519, 6.4083, 6.4132, 6.4134]","[{'offset': 54576, 'length': 85}]"
133,vessels of a company are drydocked at any of the Authority's drydocks (excluding syn-,"[6.4132, 6.4185, 11.0418, 6.4185, 11.0418, 6.5655, 6.4132, 6.5655]","[{'offset': 54662, 'length': 85}]"
134,"crolift, floating docks and slipways) during a 12 month period.","[6.4081, 6.5706, 9.5614, 6.5706, 9.5614, 6.7176, 6.4081, 6.7176]","[{'offset': 54748, 'length': 63}]"
135,Details are available on application.,"[6.4182, 6.8747, 8.2281, 6.8747, 8.2281, 7.0167, 6.4182, 7.0167]","[{'offset': 54812, 'length': 37}]"
136,Tariff Book April 2024-March 2025,"[0.5932000000000001, 7.7975, 3.0925, 7.7975, 3.0925, 7.9496, 0.5932000000000001, 7.9597]","[{'offset': 54850, 'length': 33}]"
137,Tariff Book April 2024 - March 2025,"[6.4588, 7.7873, 8.9683, 7.7873, 8.9683, 7.9394, 6.4588, 7.9445]","[{'offset': 54884, 'length': 35}]"
138,38,"[10.8187, 7.7975, 11.0316, 7.7924, 11.0316, 7.9293, 10.8238, 7.9242]","[{'offset': 54920, 'length': 2}]"
0,Tariffs subject to VAT at 15%: Tariffs in South African Rand,"[0.8111, 0.5678000000000001, 3.7617000000000003, 0.5628000000000001, 3.7617000000000003, 0.6946, 0.8111, 0.6996]","[{'offset': 54923, 'length': 60}]"
1,6.7 SLIPWAY,"[0.6286, 1.0596, 1.5615, 1.0596, 1.5615, 1.2066, 0.6286, 1.2016]","[{'offset': 54984, 'length': 11}]"
2,Slipway preparation costs,"[0.5729000000000001, 1.6021, 1.9417, 1.6021, 1.9417, 1.7490999999999999, 0.5729000000000001, 1.7542]","[{'offset': 54996, 'length': 25}]"
3,"Note: Should the booking of a slipway be cancelled after the preparatory work has begun,","[0.5779000000000001, 1.9113, 5.2015, 1.9163999999999999, 5.2015, 2.0584, 0.5779000000000001, 2.0533]","[{'offset': 55022, 'length': 88}]"
